cluster_id,auto_label
632,"trench, isolation, trench isolation, method, shallow trench"
633,"polysilicon, method, film, transistor, method forming"
634,"polyurethane, compositions, water, containing, polyurethanes"
635,"foam, foams, polyurethane, process, polyurethane foams"
636,"elastomers, elastomer, thermoplastic, thermoplastic elastomer, composition"
637,"rubber, rubber composition, composition, process, silica"
639,"meth, acrylic, acid, acrylic acid, process"
640,"gps, method, receiver, satellite, positioning"
641,"olefin, polymerization, process, olefins, catalyst"
642,"bipolar, transistor, bipolar transistor, method, junction"
643,"method, gate, transistor, mos, drain"
644,"field, effect, field effect, transistor, effect transistor"
646,"epoxy, resin, epoxy resin, resins, epoxy resins"
647,"composition, supplement, nutritional, methods, method"
648,"diabetes, treatment, method, treatment diabetes, insulin"
649,"polymerization, catalyst, catalysts, use, process"
650,"gas, method, apparatus, gases, purification"
651,"resin, resin composition, composition, thermoplastic, compositions"
652,"method, money, device, currency, banknotes"
654,"process, polymer, monomer, polymerization, compositions"
655,"recording, information, apparatus, method, information recording"
656,"satellite, communication, method, satellite communication, network"
657,"delivery, drug, drug delivery, methods, device"
658,"pharmaceutical, compositions, pharmaceutical compositions, containing, methods"
659,"release, sustained, sustained release, controlled, controlled release"
660,"cancer, breast, methods, breast cancer, prostate"
661,"treatment, disorders, method, treating, disorder"
662,"antimicrobial, composition, method, antibacterial, agents"
663,"angiogenesis, method, methods, inhibitors, inhibitor"
664,"growth, factor, growth factor, vegf, igf"
665,"protease, inhibitors, protease inhibitors, proteases, protease inhibitor"
667,"method, transaction, commerce, allowed, electronic"
668,"method, encryption, access, apparatus, using"
669,"modem, line, pcm, host, digital"
670,"memory, semiconductor, semiconductor memory, memory device, device"
671,"estrogen, receptor, methods, compounds, estrogen receptor"
672,"process, producing, process producing, method, fluoropolymer"
673,"treatment, cancer, tumor, treating, method"
674,"information, processing, apparatus, information processing, method"
675,"spread, spectrum, spread spectrum, method, direct"
676,"cdma, method, apparatus, communication, cdma cellular"
677,"bus, serial, serial bus, method, universal serial"
679,"streptococcus, staphylococcus, pneumoniae, streptococcus pneumoniae, aureus"
681,"adenovirus, recombinant, adenoviral, vectors, methods"
682,"virus, use, vaccine, viral, mammalian"
683,"process, sulfur, hydrogen, sulfide, desulfurization"
684,"catalyst, process, method, using, preparation"
685,"memory, testing, method, semiconductor, device"
686,"flash, memory, flash memory, method, device"
687,"storage, data, access, method, data storage"
688,"instruction, processor, method, execution, data"
689,"identification, radio, radio frequency, frequency, frequency identification"
690,"object, oriented, method, object oriented, software"
691,"memory, magnetic, random access, random, access"
692,"dram, method, cell, forming, dram cell"
694,"kinase, protein, expression, protein kinase, antisense"
695,"derivatives, quinoline, quinoline derivatives, quinazoline, substituted"
696,"plants, plant, gene, transgenic plants, proteins"
697,"gene, amylase, encoding, agr, agr amylase"
698,"method, modulation, demodulator, demodulation, circuit"
699,"specific, cell, methods, antigen, using"
700,"receptor, agonists, indole, use, derivatives"
701,"acid, process, derivatives, substituted, preparing"
702,"cache, method, data, memory, caching"
703,"web, method, page, web page, content"
704,"memory, volatile, non volatile, non, method"
705,"memory, nonvolatile, semiconductor, nonvolatile semiconductor, semiconductor memory"
706,"method, retrieval, information, search, document"
707,"database, method, query, materialized, relational"
708,"memory, access, random access, random, access memory"
709,"memory, semiconductor, device, semiconductor memory, memory device"
710,"messaging, message, method, messages, apparatus"
712,"memory, method, addressable, content addressable, apparatus"
713,"nucleic, polypeptide, nucleic acids, polypeptides, acids"
714,"oligonucleotides, oligonucleotide, 8242, modified, analogs"
715,"nucleic, nucleic acid, acid, method, dna"
716,"data, method, transmission, apparatus, data transmission"
717,"network, method, apparatus, method apparatus, communication"
718,"method, network, telephony, telephone, service"
719,"radio, method, communication, mobile, base"
720,"speech, method, apparatus, recognition, speech recognition"
721,"voice, method, internet, voice response, interactive voice"
723,"connector, connector connector, divided connector, divided, connector divided"
724,"semiconductor, integrated, circuit, semiconductor integrated, integrated circuit"
725,"coupler, directional coupler, directional, method, electric"
727,"humidifier, humidifier humidifier, gas, humidification humidifier, humidification"
728,"resist, resist composition, composition, positive, positive resist"
729,"ball, golf, golf ball, ball golf, distance"
730,"image, pickup, image pickup, apparatus, pickup apparatus"
732,"method, photocatalyst, photocatalytic, apparatus, water"
733,"rod, connecting, connecting rod, tie rod, tie"
734,"electronic, device, electronic device, device electronic, apparatus"
735,"baler, round, round baler, large, chamber"
736,"pulse, oximeter, sensor, pulse oximetry, oximetry"
737,"sand, method, sanding, apparatus, sand screen"
739,"joint, ball, ball joint, method, constant"
740,"oxygen, method, apparatus, concentrator, oxygen concentrator"
741,"frozen, method, product, process, ice"
742,"closure, device, closure device, device closure, dispensing"
743,"organic, display, method, organic electroluminescent, electroluminescent"
744,"sorting, sorter, apparatus, method, objects"
745,"facsimile, method, apparatus, fax, communication"
746,"coaxial, connector, coaxial connector, coaxial cable, cable"
747,"snow, ski, device, apparatus, method"
748,"tire, pressure, apparatus, vehicle, method"
749,"meter, metering, electricity, electricity meter, power"
750,"transducer, method, transducer transducer, acoustic transducer, acoustic"
751,"transmission, planetary, speed, gear, multi"
752,"tailgate, truck, assembly, tailgate assembly, apparatus"
753,"method, apparatus, sound, audio, device"
754,"infusion, device, infusion device, drug, pump"
756,"microphone, speaker, microphone microphone, directional, device"
757,"restraint, vehicle, occupant, method, vehicle occupant"
758,"belt, conveyor, conveyor belt, belt conveyor, belts"
759,"furniture, furniture furniture, method, systems, post beam"
760,"cabinet, drawer, device, installation, guide"
761,"paint, method, painting, automotive, process"
762,"display, electrophoretic, device, display device, electrophoretic display"
763,"motor, control, method, motor control, driving"
764,"rotor, rotor assembly, assembly, having, method"
765,"motor, brushless, brushless motor, electric, method"
766,"stimulation, electrical, electrode, apparatus, method"
767,"headlamp, vehicle, vehicle headlamp, headlamp vehicle, vehicular"
768,"light, light emitting, emitting, emitting diode, diode"
769,"light, device, emitting, light emitting, emitting device"
770,"image, color, forming, image forming, color image"
771,"display, device, display device, device display, unit"
772,"method, dimensional, apparatus, shape, surface"
773,"filter, color, color filter, method, filter color"
774,"television, method, multimedia, program, network"
775,"optical, method, apparatus, measuring, sensor"
776,"wavelength, optical, method, locker, device"
777,"apparatus, image, heating, heating apparatus, image forming"
778,"centrifuge, centrifugal, rotor, having, centrifuge rotor"
779,"camshaft, engine, crankshaft, method, cam"
780,"fault, method, detection, apparatus, circuit"
781,"water, heater, water heater, hot, hot water"
782,"temperature, control, temperature control, apparatus, method"
783,"ceramic, method, electronic, producing, ceramic electronic"
784,"method, documents, digital, security, signature"
785,"starch, process, containing, starch process, method"
786,"titanium, process, dioxide, titanium dioxide, producing"
787,"oxide, zirconium, metal, process, method"
788,"method, meat, poultry, milking, egg"
789,"thickness, method, film, apparatus, measuring"
790,"coffee, machine, brewing, method, apparatus"
791,"apparatus, gas, separating, methods, fluid"
792,"amyloid, bgr, methods, bgr amyloid, compounds"
793,"container, containers, method, holding, device"
794,"level, liquid, liquid level, fluid, method"
795,"flow, rate, flow rate, measuring, mass"
796,"flow, fluid, control, flow control, device"
797,"method, assay, assays, throughput, high throughput"
798,"paging, apparatus, method apparatus, method, wireless"
799,"diversity, method, transmit, transmit diversity, receiver"
801,"gate, dielectric, method, high, gate dielectric"
802,"contact, method, contacts, making, electrical"
803,"semiconductor, contact, device, semiconductor device, method"
804,"trench, semiconductor, method, gate, semiconductor device"
805,"data, transfer, data transfer, method, transfer control"
806,"monitoring, method, method monitoring, monitoring method, device"
807,"method, test, testing, apparatus, method apparatus"
808,"silicone, compositions, silicone composition, silicone compositions, composition"
810,"queue, method, apparatus, method apparatus, queuing"
811,"thermoplastic, thermoplastic resin, resin, resin composition, composition"
814,"kinase, protein, human, protein kinase, proteins"
815,"data, processing, data processing, apparatus, method"
816,"buffer, fifo, method, data, buffers"
817,"mram, method, device, mram device, configuration"
819,"channel, estimation, method, transmission, channel estimation"
820,"data, prefetch, prefetching, method, method prefetching"
821,"interference, radio, method, signal, cancellation"
822,"derivatives, indole, indole derivatives, substituted, preparation"
824,"derivatives, pyridine, compounds, substituted, pyrimidine"
825,"derivatives, substituted, use, preparation, 8242"
826,"plant, seed, plant seed, maize plant, hybrid"
827,"inbred, line, maize line, inbred maize, maize"
828,"paintball, gun, paint, paint ball, ball"
829,"flotation, device, flotation device, method, machine"
830,"micromirror, actuator, micromirror actuator, method, device"
831,"leakage, current, method, leakage current, apparatus"
832,"rivet, method, riveting, self, piercing"
833,"wind, power, turbine, wind turbine, power plant"
834,"substrate, array, array substrate, display, method"
835,"duct, method, assembly, apparatus, ducts"
836,"device, feedback, tactile, haptic, haptic feedback"
837,"apparatus, method, lithographic, device, manufacturing"
838,"ferroelectric, method, capacitor, ferroelectric capacitor, device"
839,"dust, vacuum, cleaner, cyclone dust, cyclone"
840,"memory, magnetic, magnetic memory, method, magnetoresistive"
841,"plate, apparatus, method, plates, apparatus method"
842,"subterranean, method, apparatus, methods, zones"
843,"relay, electromagnetic, electromagnetic relay, relay electromagnetic, relay relay"
845,"vehicle, communication, method, wireless, data"
846,"motor, electric, electric motor, motor motor, motor electric"
847,"backlight, module, device, backlight module, light"
848,"tool, machine, machine tool, tool machine, dicing machine"
850,"power, tool, power tool, tools, tool power"
851,"clip, method, clip clip, apparatus, clips"
852,"cushion, cushioning, method, material, cushioning conversion"
853,"wheelchair, wheelchair wheelchair, support, restraint, assembly"
854,"bone, method, apparatus, prosthesis, joint"
855,"starter, engine, engine starter, internal, internal combustion"
856,"toner, image, method, image forming, forming"
857,"scanner, scanning, apparatus, method, scan"
859,"video, processing, apparatus, video signal, signal"
860,"light, modulator, light modulator, spatial, spatial light"
861,"optical, filter, optical filter, method, filters"
862,"graphics, rendering, method, pipeline, processing"
863,"nox, method, reduction, nox reduction, combustion"
865,"microelectronic, methods, package, assemblies, microelectronic device"
866,"heat, heat sink, sink, assembly, sink assembly"
867,"heat, heat dissipation, dissipation, dissipating, device"
869,"delay, loop, locked, delay locked, locked loop"
870,"cells, stem, stem cells, cell, methods"
871,"recording, information, information recording, apparatus, medium"
872,"compounds, compounds compounds, organic, organic compounds, compound"
873,"debug, debugging, method, processor, method apparatus"
874,"document, method, apparatus, processing, method apparatus"
875,"power, power control, control, method, apparatus"
876,"gene, genes, expression, methods, use"
877,"vaccines, vaccine, thereof, use, methods"
878,"terminal, mobile, mobile terminal, communication, method"
879,"communication, method, communication method, communication communication, method communication"
880,"wireless, communication, wireless communication, method, apparatus"
881,"packet, method, network, packets, data"
883,"scintillator, radiation, panel, scintillator panel, scintillation"
884,"storage, semiconductor, device, storage device, semiconductor storage"
885,"imprint, lithography, imprint lithography, method, alignment"
886,"method, micro, electromechanical, micro electromechanical, stress"
887,"organic, method, film, organic semiconductor, semiconductor"
888,"golf, golf club, club, head, club head"
889,"barrier, movable, movable barrier, method, apparatus"
890,"reticle, method, reticles, methods, reticle reticle"
891,"resonator, filter, dielectric, resonator filter, device"
892,"glucose, blood, method, sugar, monitoring"
893,"ball, grid, ball grid, grid array, array"
894,"parking, method, vehicle, device, assist"
895,"calibration, method, apparatus, method apparatus, calibrating"
898,"orthodontic, bracket, orthodontic bracket, orthodontic brackets, method"
899,"liquid crystal, liquid, crystal, crystal display, display"
900,"oled, display, oled display, having, display having"
901,"nucleic, polypeptides, nucleic acids, acids, encoding"
902,"transmission, variable, variable transmission, continuously variable, continuously"
903,"train, method, control, controlling, drive"
904,"hitch, trailer, trailer hitch, assembly, hitch trailer"
905,"cargo, vehicle, rack, storage, vehicle storage"
906,"apparatus, radiation, image, method, radiation image"
907,"random, method, random number, random numbers, generating"
908,"spectrometer, imaging, method, optical, imaging spectrometer"
909,"power, method, line, communication, power line"
911,"lighting, device, illumination, apparatus, illuminating"
912,"phase, phase change, change, memory, change memory"
913,"air, cleaning, cleaner, air cleaner, apparatus"
914,"optical, method, element, optical element, device"
915,"data, streams, stream, method, data streams"
916,"diverter, faucet, water, hot water, assembly"
917,"burner, gas, recirculation, gas recirculation, flue gas"
918,"induction, heating, induction heating, apparatus, heating apparatus"
919,"tuner, television, television tuner, signal, having"
920,"broadcast, method, data, digital, receiver"
921,"film, optical, film optical, light, antireflection film"
922,"layer, deposition, atomic, layer deposition, atomic layer"
923,"firmware, method, boot, device, update"
925,"cell, culture, cells, method, cell culture"
926,"biometric, method, authentication, using, fingerprint"
927,"location, method, mobile, information, wireless"
928,"security, method, apparatus, method apparatus, security method"
929,"encryption, method, apparatus, key, encryption decryption"
930,"direct, direct conversion, conversion, receiver, offset"
931,"gain, control, gain control, automatic gain, automatic"
932,"frequency, synthesizer, frequency synthesizer, fractional, phase"
933,"replication, method, data, database, file"
934,"ofdm, method, apparatus, communication, systems"
935,"array, disk, disk array, storage, method"
936,"backup, method, data, data backup, file"
937,"memory, method, content addressable, content, addressable memory"
938,"method, apparatus, resource, configuration, resources"
939,"peptides, peptide, thereof, uses thereof, production"
940,"routing, method, apparatus, network, method apparatus"
941,"radio, method, communication, station, base"
942,"variety, soybean variety, soybean, variety xb10l04, variety 94m41"
943,"plants, seeds, plants seeds, variety, corn"
944,"particle, method, particles, size, apparatus"
945,"photomask, method, manufacturing, photomask method, manufacturing method"
946,"mask, method, hard, device, fabrication"
947,"golf, golf club, club, head, club head"
948,"force, probe, microscope, atomic, atomic force"
949,"apparatus, electronic, electronic apparatus, apparatus electronic, device"
950,"lubricating, oil, compositions, lubricant, composition"
951,"duplex, method, communication, time, duplexer"
952,"module, electronic, method, circuit, modules"
954,"toothbrush, toothbrush toothbrush, position, tooth, electric"
956,"printhead, ink, jet, ink jet, having"
957,"radiation, method, treatment, therapy, radiation therapy"
958,"probe, card, probe card, method, low"
959,"golf, golf club, club, shaft, method"
960,"fault, arc, arc fault, circuit, interrupter"
961,"sliding, slider, slide, method, member"
962,"media, multimedia, method, content, systems"
963,"axle, assembly, vehicle, driving, axle driving"
964,"encoder, optical, optical encoder, encoder optical, using fiber"
965,"press, pressing, apparatus, method, pressing apparatus"
966,"wrench, wrench wrench, adjustable, torque, structure"
967,"headrest, seat, vehicle, vehicle headrest, headrest vehicle"
968,"display, driving, method, circuit, device"
969,"display, method, device, display device, manufacturing"
970,"film, transistor, film transistor, array, transistor array"
971,"stereoscopic, display, image, stereo, stereoscopic image"
972,"apparatus, fixing, image, image forming, forming"
973,"cartridge, process, image, apparatus, forming"
974,"lens, optical, objective lens, objective, pickup"
975,"nitride, light, gallium, light emitting, emitting"
976,"optical, imaging, image, imaging optical, optical imaging"
977,"display, light, light emitting, emitting, device"
978,"motion, estimation, motion estimation, method, image"
979,"face, method, facial, detection, methods"
980,"photonic, crystal, photonic crystal, dimensional, optical"
981,"cmos, image, sensor, image sensor, cmos image"
982,"hydrogels, hydrogel, degradable, crosslinked, microgel"
983,"refrigerator, refrigerator refrigerator, refrigerator having, having, beverage"
984,"scan, boundary, method, boundary scan, test"
985,"compression, engine, ignition, compression ignition, combustion"
986,"turbine, blade, turbine blade, cooling, airfoil"
987,"finfet, device, finfet device, method, forming"
988,"soi, semiconductor, device, method, semiconductor device"
989,"virus, computer, method, scanning, detection"
990,"power, method, consumption, state, power consumption"
991,"cluster, availability, high availability, high, computer"
992,"intrusion, detection, intrusion detection, method, network"
993,"pulse, width, pulse width, modulation, method"
994,"load, balancing, load balancing, method, server"
995,"jitter, method, apparatus, method apparatus, measuring"
996,"queue, method, queues, apparatus, service"
997,"protease, serine, inhibitors, serine protease, proteases"
998,"private, virtual, virtual private, network, private network"
999,"protein, proteins, methods, recombinant, method"
1000,"auction, method, auction method, bidding, conducting"
1001,"digital, content, rights, rights management, management"
1002,"terminal, portable, portable terminal, information, method"
1003,"memory, method, apparatus, management, circuit"
1004,"display, panel, display panel, plasma, plasma display"
1005,"quantum, method, quantum information, information processing, processing"
1006,"plasmon, surface, surface plasmon, resonance, plasmon resonance"
1007,"raman, spectroscopy, raman spectroscopy, enhanced, enhanced raman"
1008,"semiconductor, method, device, semiconductor device, manufacturing"
1009,"transmission, automatic transmission, method, automatic, control"
1010,"printhead, assembly, printhead assembly, inkjet, inkjet printhead"
1011,"feeder, bird, bird feeder, squirrel, feeder bird"
1012,"belt, image, apparatus, image forming, forming"
1013,"refrigerator, dispenser, icemaker, ice, dispenser refrigerator"
1014,"recognition, handwriting, method, handwritten, character"
1015,"bracket, mounting, mounting bracket, support, bracket assembly"
1016,"canopy, collapsible, tent, shelter, portable"
1017,"folding, foldable, collapsible, machine, structure"
1018,"address, method, addresses, apparatus, information"
1019,"image, display, image display, apparatus, method"
1020,"lead, medical, implantable, electrical, electrical lead"
1021,"nanowire, nanowires, methods, method, array"
1022,"knee, prosthesis, knee prosthesis, joint, knee joint"
1023,"image, capturing, image capturing, apparatus, method"
1024,"event, method, events, apparatus, data"
1025,"interferon, alpha, beta, gamma, methods"
1026,"silicon, epitaxial, germanium, layer, silicon germanium"
1027,"check, parity, low density, parity check, low"
1028,"dispenser, fluid dispenser, fluid, paper, paper dispenser"
1029,"class, amplifier, class amplifier, method, amplifier class"
1031,"audio, coding, signal, method, audio signal"
1032,"prodrugs, thereof, uses, uses thereof, compositions"
1033,"sram, cell, sram cell, method, having"
1034,"speech, recognition, speech recognition, method, apparatus"
1035,"terahertz, radiation, terahertz radiation, method, generation"
1037,"voting, method, apparatus, electronic, electronic voting"
1038,"shift, register, shift register, display, circuit"
1039,"portable, electronic, device, portable electronic, computer"
1041,"jet, liquid, liquid jet, jet head, head"
1042,"toner, image, electrostatic, forming, developing"
1043,"liquid crystal, liquid, crystal, display, crystal display"
1044,"liquid, liquid crystal, crystal, panel, crystal display"
1045,"apparatus, image, image forming, forming, forming apparatus"
1046,"surveillance, method, electronic, surveillance method, electronic article"
1047,"multiplexer, circuit, speed, data, multiplexer multiplexer"
1048,"optical, scanning, optical scanning, device, scanning device"
1049,"dishwasher, method, dishwasher dishwasher, washing, machine"
1050,"lighting, apparatus, control, lighting control, methods"
1052,"fiber, sensor, optic, optical, fiber optic"
1053,"image, apparatus, image sensing, sensing, sensing apparatus"
1054,"grip, gripping, method, hand, gripper method"
1055,"power, vehicle, supply, power supply, apparatus"
1056,"capacitor, method, capacitor method, forming, structure"
1057,"mercury, method, gas, removing, removal"
1058,"wafer, wafer level, level, method, package"
1059,"card, reader, card reader, ic, ic card"
1060,"deposition, layer, method, layer deposition, atomic layer"
1061,"notification, method, response, providing, notifications"
1063,"data, stream, method, streams, data stream"
1064,"filtration, method, device, water, filtration device"
1065,"user, user interface, interface, method, based"
1066,"peer, peer peer, method, network, communication"
1067,"content, distribution, method, content distribution, contents"
1068,"scheduling, method, based, using, scheduling method"
1069,"xml, method, documents, xml documents, using"
1071,"fluoropolymer, fluoropolymers, compositions, containing, film"
1072,"access, control, access control, method, apparatus"
1073,"security, computer, method, secure, systems"
1074,"certificate, method, certificates, digital, revocation"
1075,"workflow, method, management, workflow management, workflow method"
1076,"hepatitis, virus, hepatitis virus, hcv, infection"
1077,"ultra, wideband, ultra wideband, communication, method"
1078,"mobile, mobility, method, management, ip"
1079,"semiconductor, semiconductor device, device, manufacturing, method"
1082,"cotton, variety, cotton variety, cotton cultivar, cultivar"
1083,"device, semiconductor, semiconductor device, device semiconductor, structure semiconductor"
1084,"transmission, multi, multi speed, speed, speed transmission"
1085,"motion, method, apparatus, video, method apparatus"
1086,"droplet, method, apparatus, liquid, device"
1087,"shredder, paper, safety, having shredder, having"
1088,"deacetylase, histone, histone deacetylase, inhibitors, deacetylase inhibitors"
1091,"sleep, sleep apnea, apnea, method, methods"
1092,"carton, carton blank, blank, carton carton, display"
1094,"joint, velocity, constant velocity, constant, universal joint"
1095,"coherence, tomography, optical, optical coherence, coherence tomography"
1096,"method, semiconductor, pattern, device, semiconductor device"
1097,"suction, device, cup, suction cup, device suction"
1098,"drying, method, apparatus, method drying, drying apparatus"
1099,"vacuum, cleaner, vacuum cleaner, cleaner vacuum, type"
1100,"liquid, liquid crystal, crystal, liquid crystalline, crystalline"
1101,"film, display, polarizing, plate, polarizing plate"
1102,"method, defect, apparatus, defects, detection"
1103,"pixel, structure, pixel structure, method, structure pixel"
1104,"led, heat, lamp, led lamp, sink"
1105,"led, method, structure, package, led package"
1106,"logging, log, method, data, systems"
1107,"crane, crane crane, boom, mobile, control"
1108,"cosmetic, composition, compositions, personal, cosmetic composition"
1109,"simulation, method, model, program, simulating"
1110,"anchor, using, surface, anchoring, method"
1111,"stroller, foldable, baby, stroller stroller, collapsible"
1112,"floor, flooring, method, modular, floor tile"
1113,"wall, panel, method, structure, forming"
1114,"medical, devices, device, medical device, medical devices"
1115,"rail, sliding, assembly, slide, rail joint"
1116,"nitride, emitting, light, light emitting, device"
1117,"optical, semiconductor, device, method, optical semiconductor"
1118,"steam, steam generator, boiler, generator, method"
1119,"sirna, sirna targeting, targeting, cell, receptor"
1120,"cannabinoid, receptor, cannabinoid receptor, modulators, receptor modulators"
1121,"photoelectric, conversion, photoelectric conversion, device, method"
1122,"apparatus, image, image forming, forming, charging"
1123,"image, image forming, forming, cleaning, apparatus"
1124,"fuel, fuel cell, cell, oxide, solid"
1125,"fuel, fuel cell, cell, separator, method"
1126,"cell, fuel, fuel cell, stack, cell stack"
1127,"emergency, method, calls, methods, location"
1128,"image, stabilizer, image stabilizer, optical, optical image"
1129,"noise, image, method, apparatus, device"
1130,"module, lens, lens module, module lens, camera"
1131,"camera, device, electronic, camera camera, portable"
1133,"risk, method, risk management, management, methods"
1134,"semiconductor, power, device, semiconductor device, power semiconductor"
1135,"insurance, method, risk, life, management"
1136,"method, sales, support, sales support, selling"
1137,"transaction, processing, method, transactions, methods"
1138,"trading, method, methods, automated, electronic"
1139,"payment, method, electronic, transaction, processing"
1140,"method, investment, based, portfolio, financial"
1141,"method, nanostructures, methods, making, nanostructure"
1142,"pain, treating, treating pain, useful treating, therapeutic agents"
1143,"fatty, acids, fatty acids, polyunsaturated, polyunsaturated fatty"
1145,"inflammatory, compounds, treatment, treatment inflammatory, anti"
1146,"error, method, handling, apparatus, exception"
1147,"license, method, software, licensing, management"
1149,"timing, analysis, timing analysis, method, circuit"
1150,"dma, method, controller, dma controller, data"
1151,"session, method, using, state, server"
1152,"virtual, virtual machine, machine, method, virtualization"
1153,"presence, method, information, communication, based"
1154,"garbage, method, collection, garbage collection, apparatus"
1155,"hiv, comprising, virus, immunodeficiency virus, immunodeficiency"
1156,"recommendations, method, filtering, collaborative, collaborative filtering"
1157,"method, performance, code, analysis, program"
1159,"derivatives, substituted, piperidine, antagonists, piperazine"
1160,"memory, resistance, device, resistive, memory device"
1161,"query, database, method, database query, join"
1162,"web, service, services, web services, method"
1163,"method, resource, resources, apparatus, method apparatus"
1164,"communication, method, apparatus, communication apparatus, communication method"
1165,"ad, ad hoc, hoc, network, mesh"
1166,"traffic, method, network, management, measurement"
1167,"bandwidth, network, method, traffic, congestion"
1169,"maize, variety, maize variety, maize line, inbred maize"
1170,"shape, memory, shape memory, memory alloy, alloy"
1171,"image, pickup, image pickup, lens, apparatus"
1172,"device, communication, communication device, device communication, electric"
1173,"tamper, tamper resistant, resistant, resistant module, module"
1175,"transfer, sheet, image, thermal, thermal transfer"
1176,"image, apparatus, method, printing, forming"
1178,"power, generator, hydro, generation, generating"
1179,"array, substrate, array substrate, method, tft"
1180,"curable, curable composition, composition, compositions, curable compositions"
1181,"medical, coating, medical device, device, devices"
1182,"bushing, method, coupling, bushing method, high voltage"
1183,"pattern, method, forming, pattern forming, apparatus"
1184,"vehicle, vehicle vehicle, vehicle automobile, vehicle motor, leisure vehicle"
1185,"quantum, dot, quantum dot, method, quantum dots"
1186,"lancet, sensor, integrated, device, integrated sensor"
1188,"hair, compositions, composition, growth, hair growth"
1189,"organic, organic el, el, device, display"
1192,"hair, dye, hair dye, composition, method"
1194,"dialysis, peritoneal, method, peritoneal dialysis, having"
1195,"wave, energy, wave energy, power, apparatus"
1196,"load, method, device, control, engine"
1198,"display, vehicle, device, vehicle display, display device"
1199,"device, semiconductor, display, semiconductor device, display device"
1200,"device, display, electronic, display device, apparatus"
1202,"gan, method, substrate, semiconductor, based"
1203,"data, records, banking, bearing records, bearing"
1204,"method, dimensional, device, object, manufacturing"
1205,"power, ethernet, power ethernet, method, classification"
1207,"shake, apparatus, device, image, method"
1208,"paper, papermaking, method, producing, process"
1209,"wing, aircraft, main wing, flap, main"
1210,"substrate, cleaning, method, apparatus, substrate cleaning"
1211,"screw, bone, bone screw, pedicle screw, pedicle"
1212,"battery, electrolyte, secondary, secondary battery, lithium"
1213,"battery, module, pack, battery pack, battery module"
1217,"gastric, method, device, tissue, gastric tissue"
1219,"diagnostic, method, diagnosis, tool, diagnostics"
1220,"surgical, instrument, surgical instrument, method, device"
1221,"printed, flexible, circuit, flexible printed, printed circuit"
1222,"cutting, tool, cutting tool, coated, coated cutting"
1223,"rope, tensioner, tensioning, device, tensioning device"
1224,"lamp, led, led lamp, lamp led, street lamp"
1225,"led, driver, led driver, circuit, current"
1227,"air, conditioning, air conditioning, method, hvac"
1228,"device, method, management, device management, interoperability"
1229,"particulate, filter, diesel, particulate filter, diesel particulate"
1230,"power, method, energy, generating, methods"
1232,"obesity, treating, treating obesity, treatment, methods"
1234,"blur, image, blur correction, correction, motion"
1235,"object, tracking, method, apparatus, detection"
1236,"fraud, method, detection, fraud detection, using"
1237,"image, sensor, image sensor, sensor image, pixel"
1238,"container, lid, closure, opening, method"
1239,"color, display, color display, device, display device"
1241,"lens, drive, device, lens drive, actuator"
1242,"image, medical, images, data, medical image"
1243,"lens, intraocular, intraocular lens, accommodating intraocular, accommodating"
1244,"image, segmentation, method, image segmentation, recognition"
1245,"camera, device, method, video, portable"
1246,"vias, semiconductor, method, forming, semiconductor device"
1247,"wafer, semiconductor, method, semiconductor wafer, apparatus"
1248,"carbon, dioxide, carbon dioxide, method, apparatus"
1249,"botulinum, toxin, botulinum toxin, clostridial, neurotoxins"
1250,"schottky, diode, schottky diode, barrier, method"
1251,"repeater, wireless, method, wireless repeater, apparatus"
1252,"broadcast, method, receiving, broadcasting, apparatus"
1254,"rna, interference, rna interference, interfering, expression"
1256,"performance, method, software, computer, measuring"
1257,"duty, duty cycle, cycle, circuit, correction"
1259,"sip, method, session, protocol, session initiation"
1260,"flash, memory, flash memory, method, device"
1261,"ad, hoc, ad hoc, network, hoc network"
1263,"network, label, tunnel, method, apparatus"
1264,"network, method, analysis, network analysis, determination"
1265,"wireless, communication, method, wireless communication, communications"
1266,"radio, communication, radio communication, method, apparatus"
1268,"compounds, organic, organic compounds, compounds organic, use"
1269,"printer, printer printer, printer interpreter, interpreter, gaming"
1270,"magnetic, tunnel, layer, tunneling, magnetic tunnel"
1272,"expansion, card, device, apparatus, mounting"
1273,"dye, sensitized, dye sensitized, solar, cell"
1274,"liquid, head, discharge, liquid discharge, discharge head"
1275,"jetting, liquid, droplet, apparatus, droplet jetting"
1276,"strain, method, stress, device, measuring"
1278,"hyaluronic, acid, hyaluronic acid, derivatives, acid derivatives"
1279,"power, module, semiconductor, power semiconductor, semiconductor module"
1280,"vibration, method, device, vibrations, apparatus"
1281,"battery, cooling, thermal, method, manufacturing"
1282,"electrochemical, sensor, method, electrochemical sensor, method apparatus"
1284,"anastomosis, apparatus, method, methods, forming"
1285,"nasal, device, devices, nasal dilator, dilator"
1286,"gesture, method, gestures, apparatus, method apparatus"
1287,"luminescent, luminescent material, material, material luminescent, particles"
1288,"display, organic, device, electroluminescent, display device"
1289,"battery, secondary, secondary battery, battery secondary, method"
1291,"appliance, method, control, operating, household"
1294,"method, milking, cheese, milk, methods"
1295,"fertilizer, process, method, release, nitrogen"
1296,"circuit, board, circuit board, method, manufacturing"
1297,"wiring, board, wiring board, method, manufacturing"
1298,"wake, device, method, communication, wakeup"
1299,"granular, material, apparatus, method, powder"
1300,"support, device, apparatus, apparatus support, electronic"
