cluster_id,auto_label,last_log_count,extrapolated_growth_5yr,last_date
788,"method, meat, poultry, milking, egg",0.0,0.0,2025-10-01
789,"thickness, method, film, apparatus, measuring",0.0,0.0,2025-10-01
736,"pulse, oximeter, sensor, pulse oximetry, oximetry",0.0,0.0,2025-10-01
740,"oxygen, method, apparatus, concentrator, oxygen concentrator",0.0,0.0,2025-10-01
741,"frozen, method, product, process, ice",0.0,0.0,2025-10-01
791,"apparatus, gas, separating, methods, fluid",0.0,0.0,2025-10-01
792,"amyloid, bgr, methods, bgr amyloid, compounds",0.0,0.0,2025-10-01
794,"level, liquid, liquid level, fluid, method",0.0,0.0,2025-10-01
795,"flow, rate, flow rate, measuring, mass",0.0,0.0,2025-10-01
1753,"led, circuit, dimming, led driver, driver",0.0,0.0,2025-10-01
746,"coaxial, connector, coaxial connector, coaxial cable, cable",0.0,0.0,2025-10-01
760,"cabinet, drawer, device, installation, guide",0.0,0.0,2025-10-01
762,"display, electrophoretic, device, display device, electrophoretic display",0.0,0.0,2025-10-01
750,"transducer, method, transducer transducer, acoustic transducer, acoustic",0.0,0.0,2025-10-01
751,"transmission, planetary, speed, gear, multi",0.0,0.0,2025-10-01
930,"direct, direct conversion, conversion, receiver, offset",0.0,0.0,2025-10-01
931,"gain, control, gain control, automatic gain, automatic",0.0,0.0,2025-10-01
932,"frequency, synthesizer, frequency synthesizer, fractional, phase",0.0,0.0,2025-10-01
919,"tuner, television, television tuner, signal, having",0.0,0.0,2025-10-01
920,"broadcast, method, data, digital, receiver",0.0,0.0,2025-10-01
745,"facsimile, method, apparatus, fax, communication",0.0,0.0,2025-10-01
1756,"vapor, fuel, method, fuel vapor, device",0.0,0.0,2025-10-01
697,"gene, amylase, encoding, agr, agr amylase",0.0,0.0,2025-10-01
699,"specific, cell, methods, antigen, using",0.0,0.0,2025-10-01
700,"receptor, agonists, indole, use, derivatives",0.0,0.0,2025-10-01
701,"acid, process, derivatives, substituted, preparing",0.0,0.0,2025-10-01
1629,"imaging, lens, imaging lens, lens imaging, image",0.0,0.0,2025-10-01
1630,"light, visible light, visible, communication, light communication",0.0,0.0,2025-10-01
1634,"power, contactless, contactless power, device, method",0.0,0.0,2025-10-01
971,"stereoscopic, display, image, stereo, stereoscopic image",0.0,0.0,2025-10-01
1651,"whitening, tooth, teeth, compositions, method",0.0,0.0,2025-10-01
785,"starch, process, containing, starch process, method",0.0,0.0,2025-10-01
1640,"valve, timing, valve timing, control, timing control",0.0,0.0,2025-10-01
1642,"subsea, apparatus, methods, method, control",0.0,0.0,2025-10-01
1643,"crosstalk, method, cancellation, crosstalk cancellation, apparatus",0.0,0.0,2025-10-01
1658,"intervertebral, disc, implant, intervertebral disc, intervertebral implant",0.0,0.0,2025-10-01
1659,"pelvic, methods, method, prolapse, treating",0.0,0.0,2025-10-01
1660,"memory, virtual, machine, virtual machine, method",0.0,0.0,2025-10-01
922,"layer, deposition, atomic, layer deposition, atomic layer",0.0,0.0,2025-10-01
923,"firmware, method, boot, device, update",0.0,0.0,2025-10-01
925,"cell, culture, cells, method, cell culture",0.0,0.0,2025-10-01
909,"power, method, line, communication, power line",0.0,0.0,2025-10-01
913,"air, cleaning, cleaner, air cleaner, apparatus",0.0,0.0,2025-10-01
1653,"plasma, etching, plasma etching, method, etching method",0.0,0.0,2025-10-01
1460,"social, network, social network, method, information",0.0,0.0,2025-10-01
1272,"expansion, card, device, apparatus, mounting",0.0,0.0,2025-10-01
1273,"dye, sensitized, dye sensitized, solar, cell",0.0,0.0,2025-10-01
1274,"liquid, head, discharge, liquid discharge, discharge head",0.0,0.0,2025-10-01
250,"anastomosis, method, vascular, methods, performing",0.0,0.0,2025-10-01
252,"spinal, method, implant, vertebral, disc",0.0,0.0,2025-10-01
254,"ball, practice, device, tennis, apparatus",0.0,0.0,2025-10-01
241,"tube, method, tubular, tubes, device",0.0,0.0,2025-10-01
2165,"pressure, control, device, pressure control, method",0.0,0.0,2025-10-01
2144,"heart, failure, heart failure, treating, methods",0.0,0.0,2025-10-01
1085,"motion, method, apparatus, video, method apparatus",0.0,0.0,2025-10-01
2131,"treadmill, treadmill treadmill, treadmill low, low, belt",0.0,0.0,2025-10-01
2171,"subterranean, formation, subterranean formation, treatment, subterranean formations",0.0,0.0,2025-10-01
2173,"policy, method, control, management, policy control",0.0,0.0,2025-10-01
2159,"cutting, insert, tool, cutting insert, cutting tool",0.0,0.0,2025-10-01
202,"book, holder, device, bookbinding, cover",0.0,0.0,2025-10-01
191,"filter, wave, acoustic wave, acoustic, surface",0.0,0.0,2025-10-01
194,"hearing, device, aid, hearing aid, hearing device",0.0,0.0,2025-10-01
1307,"device, electronic, text, handheld electronic, handheld",0.0,0.0,2025-10-01
1297,"wiring, board, wiring board, method, manufacturing",0.0,0.0,2025-10-01
1299,"granular, material, apparatus, method, powder",0.0,0.0,2025-10-01
2148,"geared, engine, turbine, turbine engine, gas turbine",0.0,0.0,2025-10-01
2244,"powder, manufacturing, additive, additive manufacturing, method",0.0,0.0,2025-10-01
154,"connector, electrical, electrical connector, connector electrical, electric",0.0,0.0,2025-10-01
156,"connector, shielded, electrical, shield, electrical connector",0.0,0.0,2025-10-01
157,"socket, electrical, socket electrical, parts, having",0.0,0.0,2025-10-01
158,"connector, electrical, electrical connector, locking, latch",0.0,0.0,2025-10-01
159,"cable, flexible, management, method, flexible cable",0.0,0.0,2025-10-01
161,"hair, method, compositions, styling, treatment",0.0,0.0,2025-10-01
1441,"registration, image, method, image registration, images",0.0,0.0,2025-10-01
1418,"drive, vehicle, method, unit, vehicle drive",0.0,0.0,2025-10-01
1419,"speed, control, speed control, vehicle, vehicle speed",0.0,0.0,2025-10-01
1456,"gasification, systems, coal, process, method",0.0,0.0,2025-10-01
1422,"conference, method, web, management, management method",0.0,0.0,2025-10-01
1443,"neutron, detector, neutron detector, method, detection",0.0,0.0,2025-10-01
1445,"playlist, method, playlists, apparatus, media",0.0,0.0,2025-10-01
1448,"dynamic, range, dynamic range, method, image",0.0,0.0,2025-10-01
1451,"developer, image, image forming, forming, forming apparatus",0.0,0.0,2025-10-01
1452,"apparatus, image forming, image, forming, forming apparatus",0.0,0.0,2025-10-01
1430,"method, coupon, coupons, reward, program",0.0,0.0,2025-10-01
1275,"jetting, liquid, droplet, apparatus, droplet jetting",0.0,0.0,2025-10-01
1278,"hyaluronic, acid, hyaluronic acid, derivatives, acid derivatives",0.0,0.0,2025-10-01
1279,"power, module, semiconductor, power semiconductor, semiconductor module",0.0,0.0,2025-10-01
1455,"botulinum, toxin, botulinum toxin, neurotoxin, compositions",0.0,0.0,2025-10-01
1421,"impedance, high, frequency, matching, high frequency",0.0,0.0,2025-10-01
2102,"surveying, method, instrument, surveying instrument, dimensional",0.0,0.0,2025-10-01
229,"tooth, method, dental, teeth, compositions",0.0,0.0,2025-10-01
2121,"pulmonary, methods, treating, lung, methods treating",0.0,0.0,2025-10-01
2126,"surface, treatment, method, surface treatment, surface modified",0.0,0.0,2025-10-01
246,"implantable, device, medical, implantable medical, medical device",0.0,0.0,2025-10-01
236,"dyes, reactive, use, dye, preparation",0.0,0.0,2025-10-01
223,"skate, roller skate, roller, line, skate skate",0.0,0.0,2025-10-01
300,"transmission, control, hydrostatic, automatic, hydrostatic transmission",0.0,0.0,2025-10-01
301,"anchor, method, apparatus, post, device",0.0,0.0,2025-10-01
302,"table, adjustable, folding, adjustable table, folding table",0.0,0.0,2025-10-01
1300,"support, device, apparatus, apparatus support, electronic",0.0,0.0,2025-10-01
316,"workpiece, apparatus, method, workpieces, processing",0.0,0.0,2025-10-01
319,"knife, utility knife, utility, blade, knife utility",0.0,0.0,2025-10-01
309,"transmission, gear, control, variable, transmission control",0.0,0.0,2025-10-01
275,"drill, drilling, bit, drill bit, method",0.0,0.0,2025-10-01
276,"drying, method, apparatus, dryer, device",0.0,0.0,2025-10-01
269,"sun, sunshade, visor, vehicle, assembly",0.0,0.0,2025-10-01
258,"golf, ball, golf ball, solid golf, solid",0.0,0.0,2025-10-01
283,"fuel, valve, injection, fuel injection, injection valve",0.0,0.0,2025-10-01
285,"optical, recording, medium, recording medium, optical recording",0.0,0.0,2025-10-01
287,"optical, disk, optical disk, recording, apparatus",0.0,0.0,2025-10-01
272,"method, apparatus, method apparatus, wellbore, subterranean",0.0,0.0,2025-10-01
289,"servo, drive, method, disk, disc",0.0,0.0,2025-10-01
1282,"electrochemical, sensor, method, electrochemical sensor, method apparatus",0.0,0.0,2025-10-01
1238,"container, lid, closure, opening, method",0.0,0.0,2025-10-01
1239,"color, display, color display, device, display device",0.0,0.0,2025-10-01
1302,"cover, device, electronic, electronic device, using",0.0,0.0,2025-10-01
1304,"component, mounting, component mounting, method, electronic",0.0,0.0,2025-10-01
1305,"bearing, roller, roller bearing, method, tapered roller",0.0,0.0,2025-10-01
1245,"camera, device, method, video, portable",0.0,0.0,2025-10-01
1246,"vias, semiconductor, method, forming, semiconductor device",0.0,0.0,2025-10-01
1247,"wafer, semiconductor, method, semiconductor wafer, apparatus",0.0,0.0,2025-10-01
1249,"botulinum, toxin, botulinum toxin, clostridial, neurotoxins",0.0,0.0,2025-10-01
2101,"vaping, device, vaping device, electronic, electronic vaping",0.0,0.0,2025-10-01
1234,"blur, image, blur correction, correction, motion",0.0,0.0,2025-10-01
1268,"compounds, organic, organic compounds, compounds organic, use",0.0,0.0,2025-10-01
1269,"printer, printer printer, printer interpreter, interpreter, gaming",0.0,0.0,2025-10-01
1250,"schottky, diode, schottky diode, barrier, method",0.0,0.0,2025-10-01
1254,"rna, interference, rna interference, interfering, expression",0.0,0.0,2025-10-01
1256,"performance, method, software, computer, measuring",0.0,0.0,2025-10-01
1259,"sip, method, session, protocol, session initiation",0.0,0.0,2025-10-01
2088,"sram, cell, structure, sram cell, port",0.0,0.0,2025-10-01
2096,"spin, element, magnetic, torque, spin orbit",0.0,0.0,2025-10-01
2074,"dengue, virus, dengue virus, methods, vaccine",0.0,0.0,2025-10-01
2128,"corrosion, method, detection, monitoring, corrosion detection",0.0,0.0,2025-10-01
1232,"obesity, treating, treating obesity, treatment, methods",0.0,0.0,2025-10-01
115,"exposure, method, apparatus, exposure apparatus, device",0.0,0.0,2025-10-01
116,"tube, ray tube, cathode, ray, cathode ray",0.0,0.0,2025-10-01
68,"drum, method, apparatus, head, pad",0.0,0.0,2025-10-01
69,"vitamin, derivatives, process, vitamin derivatives, method",0.0,0.0,2025-10-01
55,"trap, bait, insect, rodent, insect trap",0.0,0.0,2025-10-01
61,"sign, holder, sign holder, support, multi",0.0,0.0,2025-10-01
47,"inbred, corn, inbred corn, plant, corn plant",0.0,0.0,2025-10-01
77,"fuel, fuel cell, cell, power, flow",0.0,0.0,2025-10-01
78,"recording, transfer, thermal, thermal transfer, heat",0.0,0.0,2025-10-01
1382,"screw, method, self, device, screw screw",0.0,0.0,2025-10-01
2189,"synchronization, data, data synchronization, synchronizing, method",0.0,0.0,2025-10-01
2247,"shoulder, glenoid, component, shoulder prosthesis, prosthesis",0.0,0.0,2025-10-01
146,"valve, spin, spin valve, layer, sensor",0.0,0.0,2025-10-01
2277,"promotion, promotions, method, providing, based",0.0,0.0,2025-10-01
87,"matrix, display, liquid crystal, liquid, crystal",0.0,0.0,2025-10-01
89,"liquid, crystal, liquid crystal, display, crystal display",0.0,0.0,2025-10-01
2288,"engagement, user, user engagement, method, determining",0.0,0.0,2025-10-01
2291,"antenna, structure, antenna structure, structure antenna, structural",0.0,0.0,2025-10-01
92,"liquid, crystal, liquid crystal, device, crystal device",0.0,0.0,2025-10-01
93,"liquid, liquid crystal, crystal, driving, display",0.0,0.0,2025-10-01
82,"optical, attenuator, variable, optical attenuator, attenuation",0.0,0.0,2025-10-01
83,"raman, amplification, amplifier, optical, raman amplification",0.0,0.0,2025-10-01
65,"lens, barrel, lens barrel, barrel lens, zoom",0.0,0.0,2025-10-01
1697,"virtual, virtual machines, machines, method, security",0.0,0.0,2025-10-01
7,"alternator, alternator alternator, voltage, vehicle, automotive alternator",0.0,0.0,2025-10-01
1392,"light, organic light, emitting, light emitting, organic",0.0,0.0,2025-10-01
1395,"underwater, method, vehicle, communications, acoustic",0.0,0.0,2025-10-01
1398,"state, solid state, solid, lighting, state lighting",0.0,0.0,2025-10-01
1412,"optical, connector, optical connector, connector optical, method",0.0,0.0,2025-10-01
1417,"vehicle, information, method, providing, data",0.0,0.0,2025-10-01
1401,"led, lighting, led lighting, apparatus, light",0.0,0.0,2025-10-01
1360,"receptor, muscarinic, antagonists, receptor antagonists, compounds",0.0,0.0,2025-10-01
1345,"moving, picture, moving picture, method, decoding",0.0,0.0,2025-10-01
114,"projection, exposure, apparatus, projection exposure, exposure apparatus",0.0,0.0,2025-10-01
1352,"therapeutic, compounds, therapeutic compounds, compounds therapeutic, use",0.0,0.0,2025-10-01
1353,"spam, email, method, using, detecting",0.0,0.0,2025-10-01
1410,"sensor, image, image sensor, backside, illuminated",0.0,0.0,2025-10-01
118,"electron, apparatus, image, device, method",0.0,0.0,2025-10-01
100,"ion, implantation, ion implantation, method, apparatus",0.0,0.0,2025-10-01
103,"material, photothermographic, photographic, photothermographic material, element",0.0,0.0,2025-10-01
104,"resin, composition, photosensitive, resin composition, photosensitive resin",0.0,0.0,2025-10-01
106,"electron, microscope, electron microscope, scanning, scanning electron",0.0,0.0,2025-10-01
54,"blind, venetian, venetian blind, blinds, roller",0.0,0.0,2025-10-01
108,"field, emission, field emission, method, display",0.0,0.0,2025-10-01
111,"phase, mask, shift, phase shift, shift mask",0.0,0.0,2025-10-01
64,"moisture, method, sensor, device, apparatus",0.0,0.0,2025-10-01
174,"friction, method, material, wear, member",0.0,0.0,2025-10-01
176,"ultrasonic, ultrasound, method, apparatus, imaging",0.0,0.0,2025-10-01
177,"roll, rolling, method, products, apparatus",0.0,0.0,2025-10-01
163,"weighing, weight, apparatus, method, scale",0.0,0.0,2025-10-01
167,"crystal, single, method, single crystal, growth",0.0,0.0,2025-10-01
180,"tree, stand, tree stand, christmas tree, christmas",0.0,0.0,2025-10-01
181,"card, cards, ic, method, ic card",0.0,0.0,2025-10-01
182,"connector, card, card connector, having, mechanism",0.0,0.0,2025-10-01
183,"spring, leaf, leaf spring, method, having",0.0,0.0,2025-10-01
127,"image, pickup, image pickup, apparatus, pickup apparatus",0.0,0.0,2025-10-01
85,"film, display, liquid, liquid crystal, crystal display",0.0,0.0,2025-10-01
134,"liquid, discharge, liquid discharge, head, method",0.0,0.0,2025-10-01
119,"electron, electron beam, beam, apparatus, exposure",0.0,0.0,2025-10-01
121,"resist, composition, resist composition, positive, positive resist",0.0,0.0,2025-10-01
147,"magnet, method, magnetic, resin, permanent",0.0,0.0,2025-10-01
153,"magnetic, head, magnetic head, method, head magnetic",0.0,0.0,2025-10-01
135,"discharge, machining, discharge machining, electric, electric discharge",0.0,0.0,2025-10-01
139,"jack, modular, modular jack, jack jack, assembly",0.0,0.0,2025-10-01
220,"spindle, machine, motor, tool, spindle motor",0.0,0.0,2025-10-01
209,"atm, network, method, cell, switch",0.0,0.0,2025-10-01
2204,"method, narrative, story, text, media",0.0,0.0,2025-10-01
2209,"motion, vector, motion vector, method, prediction",0.0,0.0,2025-10-01
133,"connector, waterproof, waterproof connector, connector waterproof, structure",0.0,0.0,2025-10-01
86,"matrix, display, active, active matrix, device",0.0,0.0,2025-10-01
1378,"battery, rechargeable, rechargeable battery, battery rechargeable, lithium",0.0,0.0,2025-10-01
1363,"ion, mobility, ion mobility, spectrometer, mobility spectrometer",0.0,0.0,2025-10-01
1354,"voice, mail, voicemail, voice mail, method",0.0,0.0,2025-10-01
1356,"cognitive, method, spectrum, radio, cognitive radio",0.0,0.0,2025-10-01
1357,"cell, method, wireless, communication, network",0.0,0.0,2025-10-01
1359,"antenna, method, apparatus, multi, multiple",0.0,0.0,2025-10-01
1310,"laser, semiconductor, semiconductor laser, surface, method",0.0,0.0,2025-10-01
1314,"balloon, medical, balloons, multi, apparatus",0.0,0.0,2025-10-01
1371,"array, substrate, array substrate, method, device",0.0,0.0,2025-10-01
1326,"substance, detecting, method, target, target substance",0.0,0.0,2025-10-01
1330,"test, apparatus, method, test apparatus, apparatus test",0.0,0.0,2025-10-01
1331,"osmosis, reverse, reverse osmosis, water, method",0.0,0.0,2025-10-01
1317,"trimming, trimmer, method, apparatus, program",0.0,0.0,2025-10-01
1321,"diaphragm, pump, diaphragm pump, device, manual diaphragm",0.0,0.0,2025-10-01
1323,"ring, method, tone, ring tone, tones",0.0,0.0,2025-10-01
1335,"service, denial service, denial, attacks, service attacks",0.0,0.0,2025-10-01
1337,"ethanol, production, process, method, producing",0.0,0.0,2025-10-01
1338,"oil, method, recovery, shale, oil shale",0.0,0.0,2025-10-01
1339,"integrated, integrated circuit, circuit, package, circuit package",0.0,0.0,2025-10-01
1341,"biomass, method, process, processing, engineered",0.0,0.0,2025-10-01
1342,"method, tag, tags, tagging, information",0.0,0.0,2025-10-01
1328,"retractor, surgical, surgical retractor, wound retractor, method",0.0,0.0,2025-10-01
442,"grating, optical, waveguide, gratings, fiber",0.0,0.0,2025-10-01
443,"optical, amplifier, optical amplifier, fiber, optical fiber",0.0,0.0,2025-10-01
445,"wavelength, wavelength division, division, optical, multiplexing",0.0,0.0,2025-10-01
429,"granular, method, process, apparatus, material",0.0,0.0,2025-10-01
431,"interferometer, method, optical, interferometric, apparatus",0.0,0.0,2025-10-01
388,"apparatus, method, animal, device, method apparatus",0.0,0.0,2025-10-01
390,"nmr, method, apparatus, probe, nmr probe",0.0,0.0,2025-10-01
393,"mixer, low, range, mixer low, frequency",0.0,0.0,2025-10-01
449,"dispersion, fiber, optical, optical fiber, compensating",0.0,0.0,2025-10-01
411,"fixture, light, lighting, decorative, light fixture",0.0,0.0,2025-10-01
1469,"microrna, methods, micrornas, molecules, mirna",0.0,0.0,2025-10-01
401,"projector, projector projector, device, image, projectors",0.0,0.0,2025-10-01
474,"web, paper, material, apparatus, device",0.0,0.0,2025-10-01
477,"throttle, control, engine, throttle control, internal",0.0,0.0,2025-10-01
479,"sheet, apparatus, method, paper, sheets",0.0,0.0,2025-10-01
1962,"proxy, service, method, internet, based",0.0,0.0,2025-10-01
1948,"travel, vehicle, control, travel control, vehicle travel",0.0,0.0,2025-10-01
1953,"home, automation, home automation, smart, smart home",0.0,0.0,2025-10-01
482,"yarn, method, apparatus, making, filament",0.0,0.0,2025-10-01
486,"cleaning, compositions, cleaning compositions, composition, comprising",0.0,0.0,2025-10-01
1965,"profile, user, method, user profile, information",0.0,0.0,2025-10-01
400,"projection, display, image, screen, apparatus",0.0,0.0,2025-10-01
1183,"pattern, method, forming, pattern forming, apparatus",0.0,0.0,2025-10-01
1517,"touch, method, apparatus, method apparatus, detection",0.0,0.0,2025-10-01
1518,"checkpointing, checkpoint, method, memory, providing",0.0,0.0,2025-10-01
1506,"armor, ballistic, shield, ballistic shield, lightweight",0.0,0.0,2025-10-01
1537,"heart, heart failure, failure, treating, methods",0.0,0.0,2025-10-01
1541,"fiber, optical, optical fiber, method, multimode",0.0,0.0,2025-10-01
1527,"guide, program, program guide, electronic, method",0.0,0.0,2025-10-01
1529,"bicycle, device, device bicycle, control, power",0.0,0.0,2025-10-01
1530,"nozzle, fuel, fuel nozzle, nozzle fuel, assembly",0.0,0.0,2025-10-01
1131,"camera, device, electronic, camera camera, portable",0.0,0.0,2025-10-01
439,"optical, switch, optical switch, switching, switch optical",0.0,0.0,2025-10-01
1119,"sirna, sirna targeting, targeting, cell, receptor",0.0,0.0,2025-10-01
1122,"apparatus, image, image forming, forming, charging",0.0,0.0,2025-10-01
1123,"image, image forming, forming, cleaning, apparatus",0.0,0.0,2025-10-01
432,"adhesive, pressure, adhesion, sensitive, pressure sensitive",0.0,0.0,2025-10-01
436,"sense, memory, amplifier, sense amplifier, semiconductor",0.0,0.0,2025-10-01
420,"lamp, discharge, discharge lamp, high, pressure",0.0,0.0,2025-10-01
421,"ballast, electronic, lamp, electronic ballast, discharge",0.0,0.0,2025-10-01
422,"fluorescent, lamp, fluorescent lamp, lamp fluorescent, lamps",0.0,0.0,2025-10-01
424,"lens, device, lens device, taking lens, focus",0.0,0.0,2025-10-01
426,"lens, contact, method, contact lens, intraocular",0.0,0.0,2025-10-01
452,"potassium, potassium channel, channel, substituted, human",0.0,0.0,2025-10-01
1116,"nitride, emitting, light, light emitting, device",0.0,0.0,2025-10-01
840,"memory, magnetic, magnetic memory, method, magnetoresistive",0.0,0.0,2025-10-01
1087,"shredder, paper, safety, having shredder, having",0.0,0.0,2025-10-01
1103,"pixel, structure, pixel structure, method, structure pixel",0.0,0.0,2025-10-01
1104,"led, heat, lamp, led lamp, sink",0.0,0.0,2025-10-01
1105,"led, method, structure, package, led package",0.0,0.0,2025-10-01
520,"printing, lithographic, printing plate, plate, lithographic printing",0.0,0.0,2025-10-01
523,"jet, recording, ink, jet recording, ink jet",0.0,0.0,2025-10-01
508,"fuel, injector, fuel injector, injector fuel, actuated",0.0,0.0,2025-10-01
511,"engine, stroke, combustion engine, internal, cycle",0.0,0.0,2025-10-01
514,"nox, method, exhaust, gas, catalyst",0.0,0.0,2025-10-01
1969,"quantity, sensor, physical quantity, physical, electronic",0.0,0.0,2025-10-01
1927,"power, inductive, inductive power, transfer, power transfer",0.0,0.0,2025-10-01
516,"muffler, exhaust, exhaust muffler, process, muffler muffler",0.0,0.0,2025-10-01
517,"exhaust, engine, gas, exhaust gas, combustion",0.0,0.0,2025-10-01
1931,"flow, thermal, sensor, thermal flow, meter",0.0,0.0,2025-10-01
1935,"tool, holder, tool holder, hand, holder tool",0.0,0.0,2025-10-01
1920,"tube, led, led tube, lamp, tube lamp",0.0,0.0,2025-10-01
1922,"dimming, dimmer, control, dimming control, power",0.0,0.0,2025-10-01
1926,"arc, detection, electrical, arc detection, device",0.0,0.0,2025-10-01
456,"image, display, image display, apparatus, method",0.0,0.0,2025-10-01
457,"dimensional, method, image, apparatus, rendering",0.0,0.0,2025-10-01
1941,"amoled, pixel, driving, displays, amoled displays",0.0,0.0,2025-10-01
503,"valve, engine, combustion engine, combustion, internal combustion",0.0,0.0,2025-10-01
1971,"panoramic, image, panoramic image, method, images",0.0,0.0,2025-10-01
1973,"memristor, memristive, method, memristors, using",0.0,0.0,2025-10-01
427,"method, learning, computer, educational, apparatus",0.0,0.0,2025-10-01
1980,"virtual, virtual machine, machine, recovery, snapshots",0.0,0.0,2025-10-01
1983,"virtual, virtual machine, machine, migration, machine migration",0.0,0.0,2025-10-01
1138,"trading, method, methods, automated, electronic",0.0,0.0,2025-10-01
1140,"method, investment, based, portfolio, financial",0.0,0.0,2025-10-01
1124,"fuel, fuel cell, cell, oxide, solid",0.0,0.0,2025-10-01
1125,"fuel, fuel cell, cell, separator, method",0.0,0.0,2025-10-01
1129,"noise, image, method, apparatus, device",0.0,0.0,2025-10-01
1084,"transmission, multi, multi speed, speed, speed transmission",0.0,0.0,2025-10-01
1088,"deacetylase, histone, histone deacetylase, inhibitors, deacetylase inhibitors",0.0,0.0,2025-10-01
1141,"method, nanostructures, methods, making, nanostructure",0.0,0.0,2025-10-01
1143,"fatty, acids, fatty acids, polyunsaturated, polyunsaturated fatty",0.0,0.0,2025-10-01
1146,"error, method, handling, apparatus, exception",0.0,0.0,2025-10-01
1147,"license, method, software, licensing, management",0.0,0.0,2025-10-01
1149,"timing, analysis, timing analysis, method, circuit",0.0,0.0,2025-10-01
1150,"dma, method, controller, dma controller, data",0.0,0.0,2025-10-01
1092,"carton, carton blank, blank, carton carton, display",0.0,0.0,2025-10-01
1094,"joint, velocity, constant velocity, constant, universal joint",0.0,0.0,2025-10-01
1096,"method, semiconductor, pattern, device, semiconductor device",0.0,0.0,2025-10-01
1082,"cotton, variety, cotton variety, cotton cultivar, cultivar",0.0,0.0,2025-10-01
1130,"module, lens, lens module, module lens, camera",0.0,0.0,2025-10-01
340,"cart, collapsible, shopping cart, shopping, movable",0.0,0.0,2025-10-01
2041,"vehicle, operating, method, device, operating vehicle",0.0,0.0,2025-10-01
2045,"refrigerator, door, refrigerator door, door refrigerator, method",0.0,0.0,2025-10-01
2032,"vital, method, signs, vital signs, sign",0.0,0.0,2025-10-01
2034,"device, assist, ventricular, ventricular assist, heart",0.0,0.0,2025-10-01
2068,"ticket, method, systems, ticketing, methods",0.0,0.0,2025-10-01
2052,"graphics, processing, graphics processing, gpu, method",0.0,0.0,2025-10-01
2055,"display, medium, method, control, device",0.0,0.0,2025-10-01
2056,"bearer, method, bearers, apparatus, methods",0.0,0.0,2025-10-01
2057,"vane, variable, guide, variable vane, turbine",0.0,0.0,2025-10-01
1182,"bushing, method, coupling, bushing method, high voltage",0.0,0.0,2025-10-01
2040,"wheeled, vehicle, scooter, wheeled vehicle, electric",0.0,0.0,2025-10-01
290,"disk, apparatus, drive, disk drive, disc",0.0,0.0,2025-10-01
291,"drive, disk, head, disk drive, suspension",0.0,0.0,2025-10-01
296,"touch, panel, touch panel, screen, touch screen",0.0,0.0,2025-10-01
2066,"resonator, filter, tunable, frequency, band",0.0,0.0,2025-10-01
2067,"geofence, systems, geofencing, methods, geofences",0.0,0.0,2025-10-01
1990,"laser, welding, laser welding, method, method laser",0.0,0.0,2025-10-01
2016,"iris, method, recognition, iris recognition, image",0.0,0.0,2025-10-01
1996,"wave, elastic, elastic wave, device, wave device",0.0,0.0,2025-10-01
1999,"guided, wave, surface, methods, guided surface",0.0,0.0,2025-10-01
2001,"gimbal, gimbal assembly, device, gimbal gimbal, assembly",0.0,0.0,2025-10-01
2062,"distillation, method, apparatus, distillation apparatus, liquid",0.0,0.0,2025-10-01
1261,"ad, hoc, ad hoc, network, hoc network",0.0,0.0,2025-10-01
1263,"network, label, tunnel, method, apparatus",0.0,0.0,2025-10-01
1264,"network, method, analysis, network analysis, determination",0.0,0.0,2025-10-01
1265,"wireless, communication, method, wireless communication, communications",0.0,0.0,2025-10-01
1266,"radio, communication, radio communication, method, apparatus",0.0,0.0,2025-10-01
1493,"inkjet, inkjet recording, recording, recording apparatus, apparatus",0.0,0.0,2025-10-01
1471,"identity, verification, identity verification, method, management",0.0,0.0,2025-10-01
1478,"method, wireless, radio, apparatus, resource",0.0,0.0,2025-10-01
1463,"content, privacy, protection, apparatus, systems",0.0,0.0,2025-10-01
1466,"web, method, page, web page, pages",0.0,0.0,2025-10-01
351,"eye, treating, glaucoma, treatment, method",0.0,0.0,2025-10-01
1501,"brake, disc, disk, disc brake, disk brake",0.0,0.0,2025-10-01
1504,"layout, method, layouts, based, software",0.0,0.0,2025-10-01
1486,"screening, method, screening screening, screening machine, applicant screening",0.0,0.0,2025-10-01
1189,"organic, organic el, el, device, display",0.0,0.0,2025-10-01
1192,"hair, dye, hair dye, composition, method",0.0,0.0,2025-10-01
1195,"wave, energy, wave energy, power, apparatus",0.0,0.0,2025-10-01
1494,"ion, implantation, ion implantation, method, apparatus",0.0,0.0,2025-10-01
1495,"mobile, device, device mobile, mobile electronic, electronic",0.0,0.0,2025-10-01
2038,"bed, truck, truck bed, cargo, cargo bed",0.0,0.0,2025-10-01
347,"rail, support, handrail, assembly, rail vehicle",0.0,0.0,2025-10-01
350,"control, pest, method, insect, pest control",0.0,0.0,2025-10-01
1500,"brake, hydraulic, hydraulic brake, vehicle, pressure",0.0,0.0,2025-10-01
1155,"hiv, comprising, virus, immunodeficiency virus, immunodeficiency",0.0,0.0,2025-10-01
1186,"lancet, sensor, integrated, device, integrated sensor",0.0,0.0,2025-10-01
1171,"image, pickup, image pickup, lens, apparatus",0.0,0.0,2025-10-01
1175,"transfer, sheet, image, thermal, thermal transfer",0.0,0.0,2025-10-01
1176,"image, apparatus, method, printing, forming",0.0,0.0,2025-10-01
