cluster_id,auto_label,last_log_count,forecast_log_count,predicted_growth,last_date
1935,"tool, holder, tool holder, hand, holder tool",0.0,0.242,0.242,2025-10-01
681,"adenovirus, recombinant, adenoviral, vectors, methods",2.398,2.64,0.242,2025-10-01
1252,"broadcast, method, receiving, broadcasting, apparatus",0.0,0.242,0.242,2025-10-01
516,"muffler, exhaust, exhaust muffler, process, muffler muffler",0.0,0.242,0.242,2025-10-01
1452,"apparatus, image forming, image, forming, forming apparatus",0.0,0.241,0.241,2025-10-01
1495,"mobile, device, device mobile, mobile electronic, electronic",0.0,0.24,0.24,2025-10-01
634,"polyurethane, compositions, water, containing, polyurethanes",0.0,0.24,0.24,2025-10-01
841,"plate, apparatus, method, plates, apparatus method",0.0,0.239,0.239,2025-10-01
1664,"prosthesis, prosthetic, methods, prosthesis prosthesis, method",0.0,0.239,0.239,2025-10-01
495,"fuel, pump, fuel pump, pump fuel, injection",0.0,0.239,0.239,2025-10-01
90,"stringed, instrument, musical, stringed musical, musical instrument",2.079,2.318,0.238,2025-10-01
927,"location, method, mobile, information, wireless",2.079,2.317,0.237,2025-10-01
1074,"certificate, method, certificates, digital, revocation",2.89,3.128,0.237,2025-10-01
2247,"shoulder, glenoid, component, shoulder prosthesis, prosthesis",0.0,0.237,0.237,2025-10-01
913,"air, cleaning, cleaner, air cleaner, apparatus",0.0,0.237,0.237,2025-10-01
1382,"screw, method, self, device, screw screw",0.0,0.237,0.237,2025-10-01
2045,"refrigerator, door, refrigerator door, door refrigerator, method",0.0,0.236,0.236,2025-10-01
2,"lighter, safety, resistant, gas lighter, gas",0.0,0.236,0.236,2025-10-01
2291,"antenna, structure, antenna structure, structure antenna, structural",0.0,0.236,0.236,2025-10-01
1565,"secure, method, transactions, electronic, transaction",0.0,0.236,0.236,2025-10-01
429,"granular, method, process, apparatus, material",0.0,0.236,0.236,2025-10-01
2101,"vaping, device, vaping device, electronic, electronic vaping",0.0,0.235,0.235,2025-10-01
1261,"ad, hoc, ad hoc, network, hoc network",0.0,0.235,0.235,2025-10-01
1352,"therapeutic, compounds, therapeutic compounds, compounds therapeutic, use",0.0,0.235,0.235,2025-10-01
1297,"wiring, board, wiring board, method, manufacturing",0.0,0.235,0.235,2025-10-01
1767,"tunneling, field effect, effect, field, transistor",0.0,0.234,0.234,2025-10-01
1653,"plasma, etching, plasma etching, method, etching method",0.0,0.234,0.234,2025-10-01
180,"tree, stand, tree stand, christmas tree, christmas",0.0,0.234,0.234,2025-10-01
1922,"dimming, dimmer, control, dimming control, power",0.0,0.234,0.234,2025-10-01
509,"injection, fuel, engine, fuel injection, combustion",2.89,3.123,0.233,2025-10-01
801,"gate, dielectric, method, high, gate dielectric",0.0,0.233,0.233,2025-10-01
327,"bumper, vehicle, bumper beam, beam, vehicle bumper",0.0,0.233,0.233,2025-10-01
1317,"trimming, trimmer, method, apparatus, program",0.0,0.233,0.233,2025-10-01
1752,"suture, anchor, suture anchor, knotless, knotless suture",0.0,0.233,0.233,2025-10-01
201,"endoscopic, instrument, surgery, apparatus, instrument endoscopic",0.0,0.233,0.233,2025-10-01
873,"debug, debugging, method, processor, method apparatus",0.0,0.233,0.233,2025-10-01
1789,"question, answering, question answering, answer, question answer",0.0,0.232,0.232,2025-10-01
69,"vitamin, derivatives, process, vitamin derivatives, method",0.0,0.232,0.232,2025-10-01
30,"charge, pump, charge pump, voltage, circuit",0.0,0.232,0.232,2025-10-01
1906,"circuit, goa, display, goa circuit, device",0.0,0.232,0.232,2025-10-01
741,"frozen, method, product, process, ice",0.0,0.231,0.231,2025-10-01
1746,"m2m, method, device, bearer, communication",0.0,0.231,0.231,2025-10-01
980,"photonic, crystal, photonic crystal, dimensional, optical",0.0,0.231,0.231,2025-10-01
1526,"medicament, delivery, medicament delivery, device, methods",2.996,3.226,0.23,2025-10-01
2056,"bearer, method, bearers, apparatus, methods",0.0,0.23,0.23,2025-10-01
187,"apparatus, method, music, musical, performance",1.946,2.176,0.23,2025-10-01
1707,"compounds, heterocyclic, heterocyclic compounds, uses, compounds uses",0.0,0.229,0.229,2025-10-01
1756,"vapor, fuel, method, fuel vapor, device",0.0,0.229,0.229,2025-10-01
772,"method, dimensional, apparatus, shape, surface",0.0,0.229,0.229,2025-10-01
552,"remote, control, remote control, method, monitoring",2.944,3.174,0.229,2025-10-01
545,"electrode, process, electrodes, electrodeionization, metal",0.0,0.228,0.228,2025-10-01
121,"resist, composition, resist composition, positive, positive resist",0.0,0.228,0.228,2025-10-01
1623,"touch, panel, method, touch panel, manufacturing",0.0,0.228,0.228,2025-10-01
636,"elastomers, elastomer, thermoplastic, thermoplastic elastomer, composition",0.0,0.228,0.228,2025-10-01
633,"polysilicon, method, film, transistor, method forming",0.0,0.228,0.228,2025-10-01
1199,"device, semiconductor, display, semiconductor device, display device",0.0,0.228,0.228,2025-10-01
1463,"content, privacy, protection, apparatus, systems",0.0,0.228,0.228,2025-10-01
1677,"oil, recovery, method, oil recovery, spill",0.0,0.227,0.227,2025-10-01
2002,"winch, winch winch, method, vehicle, device",0.0,0.227,0.227,2025-10-01
1849,"delivery, nanoparticles, nanoparticle, cancer, targeted",0.0,0.226,0.226,2025-10-01
1855,"tools, earth boring, boring, earth, boring tools",0.0,0.226,0.226,2025-10-01
865,"microelectronic, methods, package, assemblies, microelectronic device",0.0,0.226,0.226,2025-10-01
365,"metals, recovery, method, ores, metal",2.485,2.711,0.226,2025-10-01
1900,"motor, vibration, vibration motor, motor vibration, linear",0.0,0.226,0.226,2025-10-01
1328,"retractor, surgical, surgical retractor, wound retractor, method",0.0,0.226,0.226,2025-10-01
202,"book, holder, device, bookbinding, cover",0.0,0.225,0.225,2025-10-01
950,"lubricating, oil, compositions, lubricant, composition",3.045,3.269,0.225,2025-10-01
1122,"apparatus, image, image forming, forming, charging",0.0,0.225,0.225,2025-10-01
781,"water, heater, water heater, hot, hot water",0.0,0.225,0.225,2025-10-01
1740,"diverter, flow, flow diverter, using, method",0.0,0.224,0.224,2025-10-01
646,"epoxy, resin, epoxy resin, resins, epoxy resins",0.0,0.224,0.224,2025-10-01
106,"electron, microscope, electron microscope, scanning, scanning electron",0.0,0.224,0.224,2025-10-01
1207,"shake, apparatus, device, image, method",0.0,0.223,0.223,2025-10-01
1275,"jetting, liquid, droplet, apparatus, droplet jetting",0.0,0.223,0.223,2025-10-01
1330,"test, apparatus, method, test apparatus, apparatus test",0.0,0.223,0.223,2025-10-01
662,"antimicrobial, composition, method, antibacterial, agents",0.0,0.223,0.223,2025-10-01
1781,"il, antibodies, anti, binding, receptor",0.0,0.222,0.222,2025-10-01
1808,"tape, data, storage, method, tape drive",0.0,0.222,0.222,2025-10-01
650,"gas, method, apparatus, gases, purification",0.0,0.221,0.221,2025-10-01
1398,"state, solid state, solid, lighting, state lighting",0.0,0.221,0.221,2025-10-01
1455,"botulinum, toxin, botulinum toxin, neurotoxin, compositions",0.0,0.22,0.22,2025-10-01
1983,"virtual, virtual machine, machine, migration, machine migration",0.0,0.22,0.22,2025-10-01
928,"security, method, apparatus, method apparatus, security method",3.135,3.356,0.22,2025-10-01
750,"transducer, method, transducer transducer, acoustic transducer, acoustic",0.0,0.22,0.22,2025-10-01
411,"fixture, light, lighting, decorative, light fixture",0.0,0.22,0.22,2025-10-01
663,"angiogenesis, method, methods, inhibitors, inhibitor",0.0,0.219,0.219,2025-10-01
1138,"trading, method, methods, automated, electronic",0.0,0.219,0.219,2025-10-01
320,"cutting, tool, cutting tool, machine, insert",3.761,3.98,0.219,2025-10-01
2185,"voltage, method, circuit, detecting, device",1.609,1.828,0.219,2025-10-01
21,"integrated, circuit, semiconductor, integrated circuit, semiconductor integrated",2.833,3.051,0.218,2025-10-01
789,"thickness, method, film, apparatus, measuring",0.0,0.218,0.218,2025-10-01
1417,"vehicle, information, method, providing, data",0.0,0.218,0.218,2025-10-01
103,"material, photothermographic, photographic, photothermographic material, element",0.0,0.217,0.217,2025-10-01
1848,"display, curved, curved display, device, apparatus",0.0,0.216,0.216,2025-10-01
1147,"license, method, software, licensing, management",0.0,0.215,0.215,2025-10-01
1249,"botulinum, toxin, botulinum toxin, clostridial, neurotoxins",0.0,0.215,0.215,2025-10-01
1884,"power, supply, power supply, device, supply device",0.0,0.214,0.214,2025-10-01
2057,"vane, variable, guide, variable vane, turbine",0.0,0.214,0.214,2025-10-01
2114,"survey, method, device, survey data, data",0.0,0.213,0.213,2025-10-01
307,"steering, vehicle, vehicle steering, steering column, control",0.0,0.213,0.213,2025-10-01
1868,"semiconductor, fin, semiconductor device, device, structure",0.0,0.213,0.213,2025-10-01
1111,"stroller, foldable, baby, stroller stroller, collapsible",1.609,1.822,0.213,2025-10-01
1395,"underwater, method, vehicle, communications, acoustic",0.0,0.212,0.212,2025-10-01
1962,"proxy, service, method, internet, based",0.0,0.212,0.212,2025-10-01
1742,"method, articles, article, making, manufacturing",0.0,0.212,0.212,2025-10-01
403,"infrared, detector, sensor, method, infrared radiation",2.708,2.92,0.212,2025-10-01
159,"cable, flexible, management, method, flexible cable",0.0,0.211,0.211,2025-10-01
822,"derivatives, indole, indole derivatives, substituted, preparation",0.0,0.21,0.21,2025-10-01
269,"sun, sunshade, visor, vehicle, assembly",0.0,0.21,0.21,2025-10-01
1418,"drive, vehicle, method, unit, vehicle drive",0.0,0.21,0.21,2025-10-01
1186,"lancet, sensor, integrated, device, integrated sensor",0.0,0.209,0.209,2025-10-01
745,"facsimile, method, apparatus, fax, communication",0.0,0.209,0.209,2025-10-01
1359,"antenna, method, apparatus, multi, multiple",0.0,0.209,0.209,2025-10-01
1686,"engine, cooling, engine cooling, combustion engine, combustion",0.0,0.209,0.209,2025-10-01
832,"rivet, method, riveting, self, piercing",0.0,0.209,0.209,2025-10-01
945,"photomask, method, manufacturing, photomask method, manufacturing method",0.0,0.209,0.209,2025-10-01
223,"skate, roller skate, roller, line, skate skate",0.0,0.209,0.209,2025-10-01
860,"light, modulator, light modulator, spatial, spatial light",0.0,0.208,0.208,2025-10-01
1183,"pattern, method, forming, pattern forming, apparatus",0.0,0.208,0.208,2025-10-01
1651,"whitening, tooth, teeth, compositions, method",0.0,0.208,0.208,2025-10-01
65,"lens, barrel, lens barrel, barrel lens, zoom",0.0,0.207,0.207,2025-10-01
984,"scan, boundary, method, boundary scan, test",0.0,0.207,0.207,2025-10-01
2277,"promotion, promotions, method, providing, based",0.0,0.206,0.206,2025-10-01
1353,"spam, email, method, using, detecting",0.0,0.206,0.206,2025-10-01
1832,"power, power headroom, headroom, method, reporting",0.0,0.206,0.206,2025-10-01
1441,"registration, image, method, image registration, images",0.0,0.205,0.205,2025-10-01
1278,"hyaluronic, acid, hyaluronic acid, derivatives, acid derivatives",0.0,0.204,0.204,2025-10-01
1192,"hair, dye, hair dye, composition, method",0.0,0.204,0.204,2025-10-01
760,"cabinet, drawer, device, installation, guide",0.0,0.204,0.204,2025-10-01
222,"outboard, outboard motor, motor, motor outboard, engine",2.197,2.401,0.204,2025-10-01
1073,"security, computer, method, secure, systems",0.0,0.204,0.204,2025-10-01
42,"shutter, camera, shutter camera, plane shutter, focal plane",0.0,0.204,0.204,2025-10-01
44,"gyroscope, gyro, method, laser, ring laser",2.833,3.037,0.204,2025-10-01
1530,"nozzle, fuel, fuel nozzle, nozzle fuel, assembly",0.0,0.203,0.203,2025-10-01
791,"apparatus, gas, separating, methods, fluid",0.0,0.203,0.203,2025-10-01
1210,"substrate, cleaning, method, apparatus, substrate cleaning",0.0,0.203,0.203,2025-10-01
135,"discharge, machining, discharge machining, electric, electric discharge",0.0,0.203,0.203,2025-10-01
146,"valve, spin, spin valve, layer, sensor",0.0,0.203,0.203,2025-10-01
442,"grating, optical, waveguide, gratings, fiber",0.0,0.203,0.203,2025-10-01
1745,"microwave, heating, microwave heating, apparatus, heating apparatus",0.0,0.203,0.203,2025-10-01
1331,"osmosis, reverse, reverse osmosis, water, method",0.0,0.202,0.202,2025-10-01
1881,"methods, infections, bacterial, method, treatment",0.0,0.202,0.202,2025-10-01
1688,"transmitting, method, control, device, information",0.0,0.202,0.202,2025-10-01
1072,"access, control, access control, method, apparatus",0.0,0.202,0.202,2025-10-01
1609,"vibrator, linear vibrator, linear, having, vibrator vibrator",0.0,0.201,0.201,2025-10-01
1356,"cognitive, method, spectrum, radio, cognitive radio",0.0,0.201,0.201,2025-10-01
1445,"playlist, method, playlists, apparatus, media",0.0,0.2,0.2,2025-10-01
1341,"biomass, method, process, processing, engineered",0.0,0.199,0.199,2025-10-01
1953,"home, automation, home automation, smart, smart home",0.0,0.199,0.199,2025-10-01
1660,"memory, virtual, machine, virtual machine, method",0.0,0.199,0.199,2025-10-01
154,"connector, electrical, electrical connector, connector electrical, electric",0.0,0.199,0.199,2025-10-01
972,"apparatus, fixing, image, image forming, forming",2.833,3.032,0.199,2025-10-01
626,"delay, circuit, delay circuit, variable, variable delay",0.0,0.199,0.199,2025-10-01
1412,"optical, connector, optical connector, connector optical, method",0.0,0.198,0.198,2025-10-01
1681,"fuel, composition, fuel composition, compositions, fuel compositions",0.0,0.198,0.198,2025-10-01
576,"coating, thermal, barrier, thermal barrier, barrier coating",0.0,0.198,0.198,2025-10-01
1071,"fluoropolymer, fluoropolymers, compositions, containing, film",0.0,0.198,0.198,2025-10-01
1999,"guided, wave, surface, methods, guided surface",0.0,0.198,0.198,2025-10-01
1363,"ion, mobility, ion mobility, spectrometer, mobility spectrometer",0.0,0.197,0.197,2025-10-01
2150,"adjustable, table, height, desk, height adjustable",0.0,0.196,0.196,2025-10-01
556,"sputtering, target, magnetron, sputter, process",1.946,2.142,0.196,2025-10-01
1375,"avatar, virtual, method, virtual universe, universe",3.258,3.454,0.196,2025-10-01
1094,"joint, velocity, constant velocity, constant, universal joint",0.0,0.196,0.196,2025-10-01
319,"knife, utility knife, utility, blade, knife utility",0.0,0.196,0.196,2025-10-01
1582,"contact, center, contact center, method, management",0.0,0.196,0.196,2025-10-01
1279,"power, module, semiconductor, power semiconductor, semiconductor module",0.0,0.195,0.195,2025-10-01
1143,"fatty, acids, fatty acids, polyunsaturated, polyunsaturated fatty",0.0,0.195,0.195,2025-10-01
1058,"wafer, wafer level, level, method, package",0.0,0.194,0.194,2025-10-01
1541,"fiber, optical, optical fiber, method, multimode",0.0,0.194,0.194,2025-10-01
1737,"drawing, method, sketch, apparatus, drawing method",0.0,0.194,0.194,2025-10-01
1300,"support, device, apparatus, apparatus support, electronic",0.0,0.194,0.194,2025-10-01
1025,"interferon, alpha, beta, gamma, methods",0.0,0.194,0.194,2025-10-01
1640,"valve, timing, valve timing, control, timing control",0.0,0.194,0.194,2025-10-01
714,"oligonucleotides, oligonucleotide, 8242, modified, analogs",0.0,0.194,0.194,2025-10-01
1266,"radio, communication, radio communication, method, apparatus",0.0,0.193,0.193,2025-10-01
1643,"crosstalk, method, cancellation, crosstalk cancellation, apparatus",0.0,0.193,0.193,2025-10-01
1222,"cutting, tool, cutting tool, coated, coated cutting",0.0,0.192,0.192,2025-10-01
616,"copper, method, forming, copper interconnect, interconnect",0.0,0.192,0.192,2025-10-01
54,"blind, venetian, venetian blind, blinds, roller",0.0,0.192,0.192,2025-10-01
912,"phase, phase change, change, memory, change memory",2.565,2.757,0.192,2025-10-01
629,"chip, package, semiconductor, method, manufacturing",3.219,3.41,0.191,2025-10-01
1725,"hall, sensor, hall effect, effect, hall sensor",0.0,0.191,0.191,2025-10-01
1613,"projection, exposure, projection exposure, exposure apparatus, apparatus",0.0,0.191,0.191,2025-10-01
1834,"d2d, device, communication, method, d2d communication",0.0,0.19,0.19,2025-10-01
35,"floral, method, having, flower, floral grouping",0.0,0.19,0.19,2025-10-01
46,"soybean, soybean cultivar, cultivar, variety, soybean variety",3.367,3.557,0.19,2025-10-01
532,"heat, heat exchanger, exchanger, tube, tube heat",2.996,3.184,0.189,2025-10-01
1703,"frequency, phase, synthesizer, frequency synthesizer, method",0.0,0.189,0.189,2025-10-01
1383,"device, rotation, rotating, mechanism, electronic",0.0,0.189,0.189,2025-10-01
919,"tuner, television, television tuner, signal, having",0.0,0.189,0.189,2025-10-01
1460,"social, network, social network, method, information",0.0,0.188,0.188,2025-10-01
1303,"housing, electronic, device, electronic device, portable",2.398,2.586,0.188,2025-10-01
1273,"dye, sensitized, dye sensitized, solar, cell",0.0,0.187,0.187,2025-10-01
151,"magnetic, recording, magnetic recording, apparatus, recording medium",3.258,3.445,0.187,2025-10-01
1518,"checkpointing, checkpoint, method, memory, providing",0.0,0.187,0.187,2025-10-01
922,"layer, deposition, atomic, layer deposition, atomic layer",0.0,0.187,0.187,2025-10-01
948,"force, probe, microscope, atomic, atomic force",0.0,0.187,0.187,2025-10-01
1456,"gasification, systems, coal, process, method",0.0,0.187,0.187,2025-10-01
1337,"ethanol, production, process, method, producing",0.0,0.187,0.187,2025-10-01
1700,"cells, cell, methods, method, using",0.0,0.186,0.186,2025-10-01
500,"air, conditioning, air conditioning, conditioner, air conditioner",2.485,2.671,0.186,2025-10-01
829,"flotation, device, flotation device, method, machine",0.0,0.186,0.186,2025-10-01
133,"connector, waterproof, waterproof connector, connector waterproof, structure",0.0,0.186,0.186,2025-10-01
649,"polymerization, catalyst, catalysts, use, process",0.0,0.186,0.186,2025-10-01
1203,"data, records, banking, bearing records, bearing",0.0,0.186,0.186,2025-10-01
1410,"sensor, image, image sensor, backside, illuminated",0.0,0.185,0.185,2025-10-01
810,"queue, method, apparatus, method apparatus, queuing",0.0,0.185,0.185,2025-10-01
770,"image, color, forming, image forming, color image",0.0,0.185,0.185,2025-10-01
1113,"wall, panel, method, structure, forming",3.178,3.362,0.184,2025-10-01
454,"equalizer, equalization, adaptive, time, method",2.773,2.956,0.184,2025-10-01
157,"socket, electrical, socket electrical, parts, having",0.0,0.184,0.184,2025-10-01
511,"engine, stroke, combustion engine, internal, cycle",0.0,0.184,0.184,2025-10-01
1821,"oral, oral care, care, implement, care implement",0.0,0.184,0.184,2025-10-01
962,"media, multimedia, method, content, systems",3.434,3.618,0.184,2025-10-01
828,"paintball, gun, paint, paint ball, ball",0.0,0.184,0.184,2025-10-01
872,"compounds, compounds compounds, organic, organic compounds, compound",0.0,0.183,0.183,2025-10-01
369,"cartridge, disk, disk cartridge, disc, disc cartridge",0.0,0.183,0.183,2025-10-01
153,"magnetic, head, magnetic head, method, head magnetic",0.0,0.183,0.183,2025-10-01
1178,"power, generator, hydro, generation, generating",0.0,0.183,0.183,2025-10-01
906,"apparatus, radiation, image, method, radiation image",0.0,0.182,0.182,2025-10-01
250,"anastomosis, method, vascular, methods, performing",0.0,0.182,0.182,2025-10-01
1494,"ion, implantation, ion implantation, method, apparatus",0.0,0.182,0.182,2025-10-01
164,"navigation, apparatus, method, navigation apparatus, map",3.045,3.226,0.182,2025-10-01
2052,"graphics, processing, graphics processing, gpu, method",0.0,0.181,0.181,2025-10-01
1223,"rope, tensioner, tensioning, device, tensioning device",0.0,0.181,0.181,2025-10-01
427,"method, learning, computer, educational, apparatus",0.0,0.181,0.181,2025-10-01
1087,"shredder, paper, safety, having shredder, having",0.0,0.181,0.181,2025-10-01
1269,"printer, printer printer, printer interpreter, interpreter, gaming",0.0,0.18,0.18,2025-10-01
82,"optical, attenuator, variable, optical attenuator, attenuation",0.0,0.18,0.18,2025-10-01
1401,"led, lighting, led lighting, apparatus, light",0.0,0.179,0.179,2025-10-01
1195,"wave, energy, wave energy, power, apparatus",0.0,0.179,0.179,2025-10-01
1422,"conference, method, web, management, management method",0.0,0.179,0.179,2025-10-01
1098,"drying, method, apparatus, method drying, drying apparatus",2.833,3.012,0.179,2025-10-01
1119,"sirna, sirna targeting, targeting, cell, receptor",0.0,0.179,0.179,2025-10-01
1018,"address, method, addresses, apparatus, information",0.0,0.179,0.179,2025-10-01
914,"optical, method, element, optical element, device",2.944,3.123,0.179,2025-10-01
994,"load, balancing, load balancing, method, server",2.398,2.577,0.179,2025-10-01
677,"bus, serial, serial bus, method, universal serial",2.197,2.375,0.178,2025-10-01
395,"radiation, detector, method, radiation detector, apparatus",2.639,2.817,0.178,2025-10-01
1307,"device, electronic, text, handheld electronic, handheld",0.0,0.178,0.178,2025-10-01
1537,"heart, heart failure, failure, treating, methods",0.0,0.178,0.178,2025-10-01
119,"electron, electron beam, beam, apparatus, exposure",0.0,0.178,0.178,2025-10-01
1596,"terminal, antenna, mobile, portable, mobile terminal",0.0,0.178,0.178,2025-10-01
1969,"quantity, sensor, physical quantity, physical, electronic",0.0,0.178,0.178,2025-10-01
932,"frequency, synthesizer, frequency synthesizer, fractional, phase",0.0,0.177,0.177,2025-10-01
754,"infusion, device, infusion device, drug, pump",3.045,3.222,0.177,2025-10-01
958,"probe, card, probe card, method, low",0.0,0.177,0.177,2025-10-01
32,"fischer tropsch, fischer, tropsch, process, catalyst",0.0,0.177,0.177,2025-10-01
7,"alternator, alternator alternator, voltage, vehicle, automotive alternator",0.0,0.176,0.176,2025-10-01
139,"jack, modular, modular jack, jack jack, assembly",0.0,0.176,0.176,2025-10-01
751,"transmission, planetary, speed, gear, multi",0.0,0.176,0.176,2025-10-01
1354,"voice, mail, voicemail, voice mail, method",0.0,0.176,0.176,2025-10-01
518,"gas, burner, combustor, combustion, turbine",2.833,3.008,0.175,2025-10-01
1155,"hiv, comprising, virus, immunodeficiency virus, immunodeficiency",0.0,0.174,0.174,2025-10-01
571,"anti, coating, reflective, anti reflective, coatings",0.0,0.174,0.174,2025-10-01
1149,"timing, analysis, timing analysis, method, circuit",0.0,0.174,0.174,2025-10-01
1630,"light, visible light, visible, communication, light communication",0.0,0.174,0.174,2025-10-01
1321,"diaphragm, pump, diaphragm pump, device, manual diaphragm",0.0,0.173,0.173,2025-10-01
1141,"method, nanostructures, methods, making, nanostructure",0.0,0.173,0.173,2025-10-01
1564,"lignocellulosic, biomass, process, material, lignocellulosic biomass",0.0,0.173,0.173,2025-10-01
136,"helmet, protective, sports, helmet protective, headguard",3.332,3.505,0.173,2025-10-01
1469,"microrna, methods, micrornas, molecules, mirna",0.0,0.173,0.173,2025-10-01
793,"container, containers, method, holding, device",0.0,0.173,0.173,2025-10-01
494,"turbocharger, exhaust, engine, internal, gas",2.079,2.252,0.172,2025-10-01
1259,"sip, method, session, protocol, session initiation",0.0,0.172,0.172,2025-10-01
935,"array, disk, disk array, storage, method",0.0,0.172,0.172,2025-10-01
1229,"particulate, filter, diesel, particulate filter, diesel particulate",0.0,0.171,0.171,2025-10-01
1794,"broadcast, signals, broadcast signals, apparatus, receiving",0.0,0.171,0.171,2025-10-01
758,"belt, conveyor, conveyor belt, belt conveyor, belts",2.773,2.944,0.171,2025-10-01
1209,"wing, aircraft, main wing, flap, main",0.0,0.171,0.171,2025-10-01
1940,"electrochemical, cell, electrochemical cell, cells, electrochemical cells",2.89,3.061,0.17,2025-10-01
1617,"battery, separator, secondary, secondary battery, non",2.89,3.06,0.17,2025-10-01
1338,"oil, method, recovery, shale, oil shale",0.0,0.17,0.17,2025-10-01
1741,"toner, toner toner, yellow, yellow toner, tones",0.0,0.17,0.17,2025-10-01
131,"seal, turbine, gas, gas turbine, method",1.946,2.115,0.169,2025-10-01
1466,"web, method, page, web page, pages",0.0,0.169,0.169,2025-10-01
1165,"ad, ad hoc, hoc, network, mesh",2.565,2.734,0.169,2025-10-01
1057,"mercury, method, gas, removing, removal",0.0,0.168,0.168,2025-10-01
1092,"carton, carton blank, blank, carton carton, display",0.0,0.168,0.168,2025-10-01
1511,"calcium, carbonate, calcium carbonate, process, method",0.0,0.168,0.168,2025-10-01
1589,"storage, virtual, method, virtualization, disk",0.0,0.168,0.168,2025-10-01
12,"candle, method, apparatus, filter, making",0.0,0.167,0.167,2025-10-01
1795,"image, optical, optical image, image capturing, capturing",0.0,0.167,0.167,2025-10-01
997,"protease, serine, inhibitors, serine protease, proteases",0.0,0.167,0.167,2025-10-01
452,"potassium, potassium channel, channel, substituted, human",0.0,0.167,0.167,2025-10-01
1642,"subsea, apparatus, methods, method, control",0.0,0.167,0.167,2025-10-01
1381,"athletic, sports, performance, methods, information",0.0,0.166,0.166,2025-10-01
1181,"medical, coating, medical device, device, devices",0.0,0.166,0.166,2025-10-01
1282,"electrochemical, sensor, method, electrochemical sensor, method apparatus",0.0,0.166,0.166,2025-10-01
355,"acceleration, sensor, acceleration sensor, method, sensor acceleration",0.0,0.166,0.166,2025-10-01
669,"modem, line, pcm, host, digital",0.0,0.165,0.165,2025-10-01
399,"sense, sense amplifier, amplifier, circuit, voltage",2.485,2.65,0.165,2025-10-01
424,"lens, device, lens device, taking lens, focus",0.0,0.165,0.165,2025-10-01
38,"gasket, metal, gaskets, head, cylinder",0.0,0.165,0.165,2025-10-01
134,"liquid, discharge, liquid discharge, head, method",0.0,0.164,0.164,2025-10-01
1157,"method, performance, code, analysis, program",3.296,3.46,0.164,2025-10-01
351,"eye, treating, glaucoma, treatment, method",0.0,0.164,0.164,2025-10-01
679,"streptococcus, staphylococcus, pneumoniae, streptococcus pneumoniae, aureus",0.0,0.163,0.163,2025-10-01
1131,"camera, device, electronic, camera camera, portable",0.0,0.163,0.163,2025-10-01
252,"spinal, method, implant, vertebral, disc",0.0,0.162,0.162,2025-10-01
1129,"noise, image, method, apparatus, device",0.0,0.162,0.162,2025-10-01
1041,"jet, liquid, liquid jet, jet head, head",0.0,0.162,0.162,2025-10-01
937,"memory, method, content addressable, content, addressable memory",0.0,0.162,0.162,2025-10-01
1804,"numerical, control, numerical control, device, control device",0.0,0.162,0.162,2025-10-01
802,"contact, method, contacts, making, electrical",0.0,0.162,0.162,2025-10-01
289,"servo, drive, method, disk, disc",0.0,0.162,0.162,2025-10-01
1629,"imaging, lens, imaging lens, lens imaging, image",0.0,0.162,0.162,2025-10-01
406,"flashlight, device, having, miniature, flashlight flashlight",0.0,0.161,0.161,2025-10-01
2035,"propulsion, method, aircraft, thrust, vehicle",3.296,3.457,0.161,2025-10-01
436,"sense, memory, amplifier, sense amplifier, semiconductor",0.0,0.161,0.161,2025-10-01
1757,"landing, landing gear, gear, aircraft, aircraft landing",2.773,2.933,0.161,2025-10-01
1345,"moving, picture, moving picture, method, decoding",0.0,0.161,0.161,2025-10-01
477,"throttle, control, engine, throttle control, internal",0.0,0.16,0.16,2025-10-01
300,"transmission, control, hydrostatic, automatic, hydrostatic transmission",0.0,0.16,0.16,2025-10-01
1056,"capacitor, method, capacitor method, forming, structure",3.258,3.418,0.16,2025-10-01
1658,"intervertebral, disc, implant, intervertebral disc, intervertebral implant",0.0,0.16,0.16,2025-10-01
527,"dispenser, product, dispensing, method, dispenser dispenser",2.773,2.932,0.16,2025-10-01
767,"headlamp, vehicle, vehicle headlamp, headlamp vehicle, vehicular",0.0,0.16,0.16,2025-10-01
326,"belt, conveyor, conveyor belt, method, endless",2.996,3.154,0.159,2025-10-01
869,"delay, loop, locked, delay locked, locked loop",0.0,0.159,0.159,2025-10-01
1276,"strain, method, stress, device, measuring",2.708,2.868,0.159,2025-10-01
671,"estrogen, receptor, methods, compounds, estrogen receptor",0.0,0.159,0.159,2025-10-01
488,"thermal, printer, thermal printer, head, print",0.0,0.159,0.159,2025-10-01
995,"jitter, method, apparatus, method apparatus, measuring",0.0,0.159,0.159,2025-10-01
370,"cartridge, tape, tape cartridge, magnetic, storage",0.0,0.158,0.158,2025-10-01
1583,"production, yeast, fatty, using, acids",0.0,0.157,0.157,2025-10-01
978,"motion, estimation, motion estimation, method, image",0.0,0.157,0.157,2025-10-01
1068,"scheduling, method, based, using, scheduling method",0.0,0.157,0.157,2025-10-01
1172,"device, communication, communication device, device communication, electric",2.485,2.641,0.156,2025-10-01
804,"trench, semiconductor, method, gate, semiconductor device",0.0,0.156,0.156,2025-10-01
893,"ball, grid, ball grid, grid array, array",0.0,0.156,0.156,2025-10-01
